ticker,period,model_key,model,strategy,seed,episodes,gamma,beta_0,beta_decay,beta_min,epsilon_init,epsilon_decay,epsilon_min,vae_latent_dim,vae_lr,vae_beta_kl,train_profit,train_roi,train_arr,train_volatility,train_sharpe,train_max_drawdown,train_violations,test_profit,test_roi,test_arr,test_volatility,test_sharpe,test_max_drawdown,test_violations,gap_profit,gap_roi,gap_arr,gap_sharpe,q_loss_mean,vae_loss_mean,cost_loss_mean,novelty_mean,finite,elapsed_seconds
HPG,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,41,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,1646.806669999999,164.68066699999991,11.42978850953773,22.044931674405568,0.5147525710613915,55.30808592620712,16,-169.36841999999967,-16.93684199999997,-8.936896395427851,39.20427974024813,-0.09436396418633003,68.32117501803909,18,1816.1750899999988,181.61750899999987,20.36668490496558,0.6091165352477215,5.8596482076659155,0.18499018354662533,0.03514477502361968,4.42177040205249,True,406.28353413400055
HPG,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,42,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,216.87578999999823,21.687578999999822,2.2064474709639903,5.273168678009654,0.0645021298273486,11.935179073514849,0,-158.53650000000016,-15.853650000000016,-8.339730818495338,31.492733311610106,-0.18334022422407614,58.29594683585807,12,375.4122899999984,37.54122899999984,10.546178289459329,0.24784235405142474,0.9996358461074842,0.17446074280245552,0.04036763900377113,3.8809021632572995,True,406.83772560500074
HPG,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,43,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,2391.2723699999983,239.12723699999984,14.543262329729757,13.566069225398897,0.9300435996510217,21.494343694550917,4,47.33056000000033,4.733056000000033,2.3604161970275817,13.531542097609044,0.09283583184705156,18.67241408105578,1,2343.941809999998,234.3941809999998,12.182846132702174,0.8372077678039701,4.659068769601714,0.18553842943290183,0.049372774510291116,3.8043619694610546,True,404.79914090700004
HPG,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,44,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,3839.2629199999974,383.9262919999997,19.16224972791005,23.04820962872013,0.7958512753118954,52.469793867086835,15,-107.00213000000008,-10.700213000000009,-5.549430369256858,34.20231664370466,-0.05455655845996368,56.13004548150926,12,3946.2650499999972,394.6265049999997,24.71168009716691,0.850407833771859,10.991015433786828,0.19283928223725022,0.0543600770163125,4.3201432917926725,True,406.891507205999
HPG,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,45,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,9933.519150000002,993.3519150000002,30.465843876665886,30.310946768101456,0.9706650959617311,55.76544996509449,23,-169.30851999999993,-16.930851999999994,-8.933583522859445,34.279453723784755,-0.16043772474563492,53.78422988520411,13,10102.827670000002,1010.2827670000001,39.39942739952533,1.1311028207073661,30.670232386300686,0.24538356610413256,0.04265758001630933,4.141210641204636,True,406.0857892999993
HPG,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,46,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,57.371700000000146,5.737170000000014,0.6222000112601878,8.102438158624242,-0.12887964814978245,39.23779908752265,1,86.75862999999958,8.675862999999959,4.2866576006717505,7.396035363948171,0.3357761870534231,5.195647427818948,0,-29.386929999999438,-2.9386929999999447,-3.6644575894115627,-0.4646558352032055,0.9026103455663865,0.18714577658423062,0.06372001201942049,3.6297896997081662,True,405.1668251980009
HPG,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,47,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,2183.0502599999954,218.30502599999954,13.739094839816257,11.98342194281247,0.9765690147482008,19.385461370325427,1,-195.07496000000003,-19.507496000000003,-10.369739269261046,38.84040525703224,-0.1400699259060555,67.1084901526155,18,2378.1252199999954,237.81252199999955,24.108834109077304,1.1166389406542563,2.255165904615129,0.21123377115562045,0.055747984401110943,4.144123715612739,True,404.58360132300004
HPG,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,48,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,49.702009999998154,4.970200999999816,0.5407852976934802,2.047671668922415,-0.700804394744176,4.56298777940764,0,40.17800000000011,4.017800000000011,2.0071531994551473,1.7093609332441866,0.004666174034255907,1.4232955497085917,0,9.524009999998043,0.9524009999998047,-1.466367901761667,-0.705470568778432,32.47030560901062,0.2691142844742742,0.04732433856898469,3.7636625942586766,True,404.883415747001
HPG,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,49,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,3242.3391999999985,324.23391999999984,17.430712298557328,22.54920994298493,0.7425798496624532,37.61909752383808,6,70.29762000000005,7.029762000000004,3.4867443290433897,15.710068223351529,0.17000600991940357,21.722473387853857,1,3172.0415799999982,317.20415799999984,13.943967969513938,0.5725738397430495,8.02652965534229,0.2214837638468578,0.051104114008746274,3.645383298767009,True,405.14273307700023
HPG,BAD,UNCERTAINTY_AWARE_UCB_009,Uncertainty-Aware UCB-VAE — vae_019 + ucb_009,ucb,50,45,0.95,0.03,0.9,0.01,,,,16,0.0001,0.05,541.335080000001,54.1335080000001,4.928086026620293,6.632276384213418,0.4631996079735703,11.87454999879923,0,8.222549999999842,0.8222549999999842,0.41397694703593224,1.348391683200554,-1.1691934463832794,1.890052995326871,0,533.1125300000011,53.311253000000114,4.514109079584361,1.6323930543568497,0.6404257253265112,0.1836340756251894,0.04736364905497637,3.691766842084455,True,406.36354924600164
